URL,YEAR
"http://iacis.org/iis/2017/3_iis_2017_9-18.pdf",2017
"http://iacis.org/iis/2017/3_iis_2017_1-8.pdf",2017
"http://iacis.org/iis/2017/2_iis_2017_206-214.pdf",2017
"http://iacis.org/iis/2017/2_iis_2017_196-205.pdf",2017
"http://iacis.org/iis/2017/2_iis_2017_182-195.pdf",2017
"http://iacis.org/iis/2017/2_iis_2017_171-181.pdf",2017
"http://iacis.org/iis/2017/2_iis_2017_158-170.pdf",2017
"http://iacis.org/iis/2017/2_iis_2017_148-157.pdf",2017
"http://iacis.org/iis/2017/2_iis_2017_136-147.pdf",2017
"http://iacis.org/iis/2017/2_iis_2017_123-135.pdf",2017
"http://iacis.org/iis/2017/2_iis_2017_113-122.pdf",2017
"http://iacis.org/iis/2017/2_iis_2017_103-112.pdf",2017
"http://iacis.org/iis/2017/2_iis_2017_95-102.pdf",2017
"http://iacis.org/iis/2017/2_iis_2017_87-94.pdf",2017
"http://iacis.org/iis/2017/2_iis_2017_80-86.pdf",2017
"http://iacis.org/iis/2017/2_iis_2017_71-79.pdf",2017
"http://iacis.org/iis/2017/2_iis_2017_59-70.pdf",2017
"http://iacis.org/iis/2017/2_iis_2017_48-58.pdf",2017
"http://iacis.org/iis/2017/2_iis_2017_31-38.pdf",2017
"http://iacis.org/iis/2017/2_iis_2017_39-47.pdf",2017
"http://iacis.org/iis/2017/2_iis_2017_20-30.pdf",2017
"http://iacis.org/iis/2017/2_iis_2017_9-19.pdf",2017
"http://iacis.org/iis/2017/2_iis_2017_1-8.pdf",2017
"http://iacis.org/iis/2017/1_iis_2017_148-155.pdf",2017
"http://iacis.org/iis/2017/1_iis_2017_191-201.pdf",2017
"http://iacis.org/iis/2017/1_iis_2017_180-190.pdf",2017
"http://iacis.org/iis/2017/1_iis_2017_173-179.pdf",2017
"http://iacis.org/iis/2017/1_iis_2017_164-172.pdf",2017
"http://iacis.org/iis/2017/1_iis_2017_153-163.pdf",2017
"http://iacis.org/iis/2017/1_iis_2017_137-147.pdf",2017
"http://iacis.org/iis/2017/1_iis_2017_118-127.pdf",2017
"http://iacis.org/iis/2017/1_iis_2017_128-136.pdf",2017
"http://iacis.org/iis/2017/1_iis_2017_109-117.pdf",2017
"http://iacis.org/iis/2017/1_iis_2017_98-108.pdf",2017
"http://iacis.org/iis/2017/1_iis_2017_87-97.pdf",2017
"http://iacis.org/iis/2017/1_iis_2017_78-86.pdf",2017
"http://iacis.org/iis/2017/1_iis_2017_64-77.pdf",2017
"http://iacis.org/iis/2017/1_iis_2017_58-63.pdf",2017
"http://iacis.org/iis/2017/1_iis_2017_52-57.pdf",2017
"http://iacis.org/iis/2017/1_iis_2017_44-51.pdf",2017
"http://iacis.org/iis/2017/1_iis_2017_31-43.pdf",2017
"http://iacis.org/iis/2017/1_iis_2017_22-30.pdf",2017
"http://iacis.org/iis/2017/1_iis_2017_1-10.pdf",2017
"http://iacis.org/iis/2017/1_iis_2017_11-21.pdf",2017
"http://iacis.org/iis/2017/4_iis_2017_65-69.pdf",2017
"http://iacis.org/iis/2017/4_iis_2017_70-90.pdf",2017
"http://iacis.org/iis/2017/4_iis_2017_91-98.pdf",2017
"http://iacis.org/iis/2017/4_iis_2017_99-104.pdf",2017
"http://iacis.org/iis/2017/4_iis_2017_105-115.pdf",2017
"http://iacis.org/iis/2017/4_iis_2017_116-123.pdf",2017
"http://iacis.org/iis/2017/4_iis_2017_124-134.pdf",2017
"http://iacis.org/iis/2017/4_iis_2017_135-145.pdf",2017
"http://iacis.org/iis/2017/4_iis_2017_146-157.pdf",2017
"http://iacis.org/iis/2017/4_iis_2017_158-168.pdf",2017
"http://iacis.org/iis/2017/4_iis_2017_169-178.pdf",2017
"http://iacis.org/iis/2017/4_iis_2017_179-188.pdf",2017
"http://iacis.org/iis/2017/4_iis_2017_189-198.pdf",2017
"http://iacis.org/iis/2016/4_iis_2016_98-108.pdf",2016
"http://iacis.org/iis/2016/4_iis_2016_91-97.pdf",2016
"http://iacis.org/iis/2016/4_iis_2016_82-90.pdf",2016
"http://iacis.org/iis/2016/4_iis_2016_8-20.pdf",2016
"http://iacis.org/iis/2016/4_iis_2016_70-81.pdf",2016
"http://iacis.org/iis/2016/4_iis_2016_58-69.pdf",2016
"http://iacis.org/iis/2016/4_iis_2016_51-57.pdf",2016
"http://iacis.org/iis/2016/4_iis_2016_42-50.pdf",2016
"http://iacis.org/iis/2016/4_iis_2016_36-41.pdf",2016
"http://iacis.org/iis/2016/4_iis_2016_29-35.pdf",2016
"http://iacis.org/iis/2016/4_iis_2016_260-265.pdf",2016
"http://iacis.org/iis/2016/4_iis_2016_254-259.pdf",2016
"http://iacis.org/iis/2016/4_iis_2016_246-253.pdf",2016
"http://iacis.org/iis/2016/4_iis_2016_237-245.pdf",2016
"http://iacis.org/iis/2016/4_iis_2016_227-236.pdf",2016
"http://iacis.org/iis/2016/4_iis_2016_222-226.pdf",2016
"http://iacis.org/iis/2016/4_iis_2016_21-28.pdf",2016
"http://iacis.org/iis/2016/4_iis_2016_208-221.pdf",2016
"http://iacis.org/iis/2016/4_iis_2016_197-207.pdf",2016
"http://iacis.org/iis/2016/4_iis_2016_187-196.pdf",2016
"http://iacis.org/iis/2016/4_iis_2016_178-186.pdf",2016
"http://iacis.org/iis/2016/4_iis_2016_167-177.pdf",2016
"http://iacis.org/iis/2016/4_iis_2016_158-166.pdf",2016
"http://iacis.org/iis/2016/4_iis_2016_152-157.pdf",2016
"http://iacis.org/iis/2016/4_iis_2016_145-151.pdf",2016
"http://iacis.org/iis/2016/4_iis_2016_137-144.pdf",2016
"http://iacis.org/iis/2016/4_iis_2016_127-136.pdf",2016
"http://iacis.org/iis/2016/4_iis_2016_120-126.pdf",2016
"http://iacis.org/iis/2016/4_iis_2016_109-119.pdf",2016
"http://iacis.org/iis/2016/4_iis_2016_1-7.pdf",2016
"http://iacis.org/iis/2016/3_iis_2016_89-99.pdf",2016
"http://iacis.org/iis/2016/3_iis_2016_77-88.pdf",2016
"http://iacis.org/iis/2016/3_iis_2016_70-76.pdf",2016
"http://iacis.org/iis/2016/3_iis_2016_59-69.pdf",2016
"http://iacis.org/iis/2016/3_iis_2016_48-58.pdf",2016
"http://iacis.org/iis/2016/3_iis_2016_39-47.pdf",2016
"http://iacis.org/iis/2016/3_iis_2016_31-28.pdf",2016
"http://iacis.org/iis/2016/3_iis_2016_244-253.pdf",2016
"http://iacis.org/iis/2016/3_iis_2016_236-243.pdf",2016
"http://iacis.org/iis/2016/3_iis_2016_227-235.pdf",2016
"http://iacis.org/iis/2016/3_iis_2016_218-226.pdf",2016
"http://iacis.org/iis/2016/3_iis_2016_209-217.pdf",2016
"http://iacis.org/iis/2016/3_iis_2016_20-30.pdf",2016
"http://iacis.org/iis/2016/3_iis_2016_199-208.pdf",2016
"http://iacis.org/iis/2016/3_iis_2016_187-198.pdf",2016
"http://iacis.org/iis/2016/3_iis_2016_176-186.pdf",2016
"http://iacis.org/iis/2016/3_iis_2016_165-175.pdf",2016
"http://iacis.org/iis/2016/3_iis_2016_155-164.pdf",2016
"http://iacis.org/iis/2016/3_iis_2016_146-154.pdf",2016
"http://iacis.org/iis/2016/3_iis_2016_138-145.pdf",2016
"http://iacis.org/iis/2016/3_iis_2016_124-137.pdf",2016
"http://iacis.org/iis/2016/3_iis_2016_116-123.pdf",2016
"http://iacis.org/iis/2016/3_iis_2016_11-19.pdf",2016
"http://iacis.org/iis/2016/3_iis_2016_109-115.pdf",2016
"http://iacis.org/iis/2016/3_iis_2016_100-108.pdf",2016
"http://iacis.org/iis/2016/3_iis_2015_1-10.pdf",2016
"http://iacis.org/iis/2016/2_iis_2016_93-104.pdf",2016
"http://iacis.org/iis/2016/1_iis_2016_9-16.pdf",2016
"http://iacis.org/iis/2016/2_iis_2016_82-92.pdf",2016
"http://iacis.org/iis/2016/2_iis_2016_76-81.pdf",2016
"http://iacis.org/iis/2016/2_iis_2016_65-75.pdf",2016
"http://iacis.org/iis/2016/1_iis_2016_56-64.pdf",2016
"http://iacis.org/iis/2016/2_iis_2016_44-55.pdf",2016
"http://iacis.org/iis/2016/2_iis_2016_34-43.pdf",2016
"http://iacis.org/iis/2016/2_iis_2016_25-33.pdf",2016
"http://iacis.org/iis/2016/2_iis_2016_242-249.pdf",2016
"http://iacis.org/iis/2016/2_iis_2016_233-241.pdf",2016
"http://iacis.org/iis/2016/2_iis_2016_222-232.pdf",2016
"http://iacis.org/iis/2016/2_iis_2016_215-221.pdf",2016
"http://iacis.org/iis/2016/2_iis_2016_208-214.pdf",2016
"http://iacis.org/iis/2016/2_iis_2016_201-207.pdf",2016
"http://iacis.org/iis/2016/2_iis_2016_193-200.pdf",2016
"http://iacis.org/iis/2016/2_iis_2016_183-192.pdf",2016
"http://iacis.org/iis/2016/2_iis_2016_170-182.pdf",2016
"http://iacis.org/iis/2016/2_iis_2016_17-24.pdf",2016
"http://iacis.org/iis/2016/2_iis_2016_162-169.pdf",2016
"http://iacis.org/iis/2016/2_iis_2016_150-161.pdf",2016
"http://iacis.org/iis/2016/2_iis_2016_142-149.pdf",2016
"http://iacis.org/iis/2016/2_iis_2016_135-141.pdf",2016
"http://iacis.org/iis/2016/2_iis_2016_123-134.pdf",2016
"http://iacis.org/iis/2016/2_iis_2016_115-122.pdf",2016
"http://iacis.org/iis/2016/2_iis_2016_105-114.pdf",2016
"http://iacis.org/iis/2016/1_iis_2016_1-8.pdf",2016
"http://iacis.org/iis/2016/1_iis_2016_99-106.pdf",2016
"http://iacis.org/iis/2016/1_iis_2016_89-98.pdf",2016
"http://iacis.org/iis/2016/1_iis_2016_80-88.pdf",2016
"http://iacis.org/iis/2016/1_iis_2016_70-79.pdf",2016
"http://iacis.org/iis/2016/1_iis_2016_58-69.pdf",2016
"http://iacis.org/iis/2016/1_iis_2016_47-57.pdf",2016
"http://iacis.org/iis/2016/1_iis_2016_37-46.pdf",2016
"http://iacis.org/iis/2016/1_iis_2016_260-264.pdf",2016
"http://iacis.org/iis/2016/1_iis_2016_26-36.pdf",2016
"http://iacis.org/iis/2016/1_iis_2016_253-259.pdf",2016
"http://iacis.org/iis/2016/1_iis_2016_242-252.pdf",2016
"http://iacis.org/iis/2016/1_iis_2016_231-241.pdf",2016
"http://iacis.org/iis/2016/1_iis_2016_221-230.pdf",2016
"http://iacis.org/iis/2016/1_iis_2016_211-220.pdf",2016
"http://iacis.org/iis/2016/1_iis_2016_206-210.pdf",2016
"http://iacis.org/iis/2016/1_iis_2016_196-205.pdf",2016
"http://iacis.org/iis/2016/1_iis_2016_185-195.pdf",2016
"http://iacis.org/iis/2016/1_iis_2016_178-184.pdf",2016
"http://iacis.org/iis/2016/1_iis_2016_168-177.pdf",2016
"http://iacis.org/iis/2016/1_iis_2016_157-167.pdf",2016
"http://iacis.org/iis/2016/1_iis_2016_149-156.pdf",2016
"http://iacis.org/iis/2016/1_iis_2016_14-25.pdf",2016
"http://iacis.org/iis/2016/1_iis_2016_136-148.pdf",2016
"http://iacis.org/iis/2016/1_iis_2016_128-135.pdf",2016
"http://iacis.org/iis/2016/1_iis_2016_119-127.pdf",2016
"http://iacis.org/iis/2016/1_iis_2016_107-118.pdf",2016
"http://iacis.org/iis/2016/1_iis_2016_1-13.pdf",2016
